10: 5, 500, 5% = 700,226 +- 41,61 (5,94 %) (10,691)
10: 10, 500, 99% = 701,761 +- 43,38 (6,18 %) (7,998)
10: 15, 500, 40% = 696,738 +- 29,58 (4,25 %) (7,873)
10: 20, 500, 60% = 696,738 +- 29,58 (4,25 %) (11,607)
10: 30, 500, 80% = 699,314 +- 26,66 (3,81 %) (12,756)
10: 50, 500, 40% = 699,778 +- 30,26 (4,32 %) (8,136)
10: 60, 500, 20% = 702,178 +- 41,73 (5,94 %) (10,475)
10: 70, 500, 99% = 691,669 +- 22,59 (3,27 %) (8,552)
10: 80, 500, 99% = 695,385 +- 35,11 (5,05 %) (7,690)
10: 90, 500, 20% = 688,947 +- 19,35 (2,81 %) (8,954)
10: 100, 500, 40% = 718,838 +- 54,98 (7,65 %) (7,952)
10: 125, 500, 20% = 737,327 +- 49,13 (6,66 %) (9,269)
10: 150, 500, 80% = 691,809 +- 19,01 (2,75 %) (15,923)
10: 200, 500, 5% = 751,827 +- 95,01 (12,64 %) (10,885)
10: 225, 500, 10% = 736,733 +- 51,76 (7,03 %) (19,651)
10: 275, 500, 99% = 719,650 +- 61,13 (8,50 %) (9,087)
10: 300, 500, 80% = 712,458 +- 48,12 (6,75 %) (14,901)
10: 400, 500, 10% = 715,056 +- 48,56 (6,79 %) (16,972)
10: 500, 500, 0% = 751,827 +- 95,01 (12,64 %) (12,279)
10: 5, 1000, 5% = 696,495 +- 33,98 (4,88 %) (12,018)
10: 10, 1000, 5% = 708,976 +- 26,27 (3,71 %) (13,606)
10: 15, 1000, 40% = 696,738 +- 29,58 (4,25 %) (11,109)
10: 20, 1000, 80% = 701,903 +- 34,78 (4,96 %) (11,611)
10: 40, 1000, 5% = 711,141 +- 37,90 (5,33 %) (15,420)
10: 50, 1000, 20% = 694,229 +- 33,26 (4,79 %) (11,768)
10: 60, 1000, 40% = 696,638 +- 40,65 (5,83 %) (10,949)
10: 70, 1000, 60% = 695,216 +- 40,22 (5,79 %) (13,928)
10: 80, 1000, 99% = 695,385 +- 35,11 (5,05 %) (11,322)
10: 90, 1000, 80% = 697,794 +- 42,51 (6,09 %) (15,189)
10: 125, 1000, 5% = 702,664 +- 45,21 (6,43 %) (15,738)
10: 150, 1000, 99% = 695,304 +- 23,47 (3,38 %) (10,816)
