10: 5, 500, 5% = 700,226 +- 41,61 (5,94 %) (10,691)
10: 175, 1000, 60% = 701,259 +- 42,05 (6,00 %) (10,233)
10: 200, 1000, 80% = 695,385 +- 35,11 (5,05 %) (14,306)
10: 250, 1000, 5% = 743,071 +- 50,24 (6,76 %) (14,731)
10: 275, 1000, 20% = 702,760 +- 37,00 (5,26 %) (15,342)
10: 300, 1000, 80% = 691,809 +- 19,01 (2,75 %) (15,162)
10: 400, 1000, 0% = 751,827 +- 95,01 (12,64 %) (17,224)
10: 450, 1000, 10% = 712,458 +- 48,12 (6,75 %) (21,158)
10: 5, 1500, 5% = 696,495 +- 33,98 (4,88 %) (13,782)
10: 10, 1500, 40% = 696,638 +- 40,65 (5,83 %) (12,202)
10: 15, 1500, 40% = 691,669 +- 22,59 (3,27 %) (13,011)
10: 20, 1500, 20% = 688,290 +- 19,71 (2,86 %) (10,931)
10: 30, 1500, 40% = 689,927 +- 17,70 (2,57 %) (11,909)
10: 40, 1500, 60% = 695,216 +- 40,22 (5,79 %) (12,094)
10: 50, 1500, 80% = 691,669 +- 22,59 (3,27 %) (13,366)
10: 70, 1500, 5% = 695,362 +- 37,39 (5,38 %) (18,330)
10: 80, 1500, 10% = 696,317 +- 26,15 (3,76 %) (17,287)
10: 90, 1500, 80% = 692,674 +- 20,53 (2,96 %) (15,576)
10: 125, 1500, 5% = 702,664 +- 45,21 (6,43 %) (17,115)
10: 150, 1500, 20% = 688,290 +- 19,71 (2,86 %) (14,951)
10: 175, 1500, 80% = 699,076 +- 36,63 (5,24 %) (15,794)
10: 225, 1500, 5% = 726,284 +- 58,29 (8,03 %) (18,330)
10: 250, 1500, 10% = 708,705 +- 51,16 (7,22 %) (22,774)
10: 300, 1500, 5% = 715,056 +- 48,56 (6,79 %) (18,417)
10: 350, 1500, 20% = 712,687 +- 40,93 (5,74 %) (17,593)
10: 400, 1500, 99% = 714,521 +- 46,01 (6,44 %) (10,186)
10: 450, 1500, 60% = 730,974 +- 61,03 (8,35 %) (16,101)
10: 500, 1500, 80% = 698,870 +- 42,93 (6,14 %) (14,521)
10: 10, 2000, 0% = 708,976 +- 26,27 (3,71 %) (20,091)
10: 15, 2000, 10% = 696,611 +- 40,56 (5,82 %) (15,787)
10: 20, 2000, 60% = 694,996 +- 26,41 (3,80 %) (13,661)
10: 30, 2000, 99% = 689,927 +- 17,70 (2,57 %) (13,892)
10: 40, 2000, 80% = 691,669 +- 22,59 (3,27 %) (15,234)
10: 60, 2000, 5% = 691,981 +- 23,57 (3,41 %) (16,630)
10: 70, 2000, 5% = 690,529 +- 20,48 (2,97 %) (18,502)
10: 80, 2000, 10% = 688,290 +- 19,71 (2,86 %) (16,381)
10: 90, 2000, 80% = 688,290 +- 19,71 (2,86 %) (16,782)
10: 125, 2000, 0% = 715,337 +- 48,83 (6,83 %) (21,698)
10: 150, 2000, 20% = 688,290 +- 19,71 (2,86 %) (17,716)
10: 175, 2000, 40% = 689,050 +- 21,35 (3,10 %) (18,333)
10: 225, 2000, 5% = 691,669 +- 22,59 (3,27 %) (19,601)
10: 250, 2000, 10% = 695,216 +- 40,22 (5,79 %) (20,328)
10: 275, 2000, 80% = 696,611 +- 40,56 (5,82 %) (16,946)
10: 350, 2000, 0% = 751,827 +- 95,01 (12,64 %) (23,230)
10: 400, 2000, 10% = 712,226 +- 51,21 (7,19 %) (21,725)
10: 500, 2000, 5% = 751,827 +- 95,01 (12,64 %) (25,165)
10: 5, 3000, 20% = 696,495 +- 33,98 (4,88 %) (19,379)
10: 10, 3000, 60% = 685,881 +- 13,64 (1,99 %) (16,995)
10: 15, 3000, 99% = 692,103 +- 19,26 (2,78 %) (18,256)
10: 30, 3000, 0% = 692,808 +- 32,89 (4,75 %) (21,714)
10: 40, 3000, 10% = 685,881 +- 13,64 (1,99 %) (18,301)
10: 50, 3000, 40% = 691,642 +- 22,51 (3,25 %) (19,468)
10: 60, 3000, 80% = 691,669 +- 22,59 (3,27 %) (20,663)
10: 80, 3000, 5% = 689,927 +- 17,70 (2,57 %) (20,281)
10: 90, 3000, 20% = 685,881 +- 13,64 (1,99 %) (18,750)
10: 100, 3000, 40% = 688,290 +- 19,71 (2,86 %) (18,438)
10: 125, 3000, 60% = 691,669 +- 22,59 (3,27 %) (20,470)
10: 150, 3000, 99% = 695,304 +- 23,47 (3,38 %) (19,200)
10: 200, 3000, 5% = 701,662 +- 28,07 (4,00 %) (23,018)
10: 225, 3000, 10% = 697,794 +- 42,51 (6,09 %) (21,674)
10: 250, 3000, 20% = 697,794 +- 42,51 (6,09 %) (22,938)
10: 300, 3000, 5% = 703,654 +- 38,30 (5,44 %) (27,266)
10: 350, 3000, 10% = 699,893 +- 39,81 (5,69 %) (25,864)
10: 400, 3000, 99% = 703,736 +- 45,85 (6,52 %) (19,308)
10: 500, 3000, 5% = 722,161 +- 45,86 (6,35 %) (26,771)
10: 5, 4000, 10% = 696,495 +- 33,98 (4,88 %) (22,974)
10: 10, 4000, 40% = 696,638 +- 40,65 (5,83 %) (22,190)
10: 15, 4000, 80% = 692,103 +- 19,26 (2,78 %) (23,580)
10: 30, 4000, 5% = 685,881 +- 13,64 (1,99 %) (23,808)
10: 40, 4000, 20% = 685,881 +- 13,64 (1,99 %) (22,021)
10: 50, 4000, 40% = 691,642 +- 22,51 (3,25 %) (22,264)
10: 60, 4000, 99% = 689,050 +- 21,35 (3,10 %) (23,889)
10: 80, 4000, 5% = 689,927 +- 17,70 (2,57 %) (24,979)
10: 90, 4000, 10% = 685,881 +- 13,64 (1,99 %) (24,178)
10: 100, 4000, 40% = 688,290 +- 19,71 (2,86 %) (23,609)
10: 125, 4000, 80% = 685,881 +- 13,64 (1,99 %) (23,024)
10: 175, 4000, 0% = 721,941 +- 46,65 (6,46 %) (33,669)
10: 200, 4000, 40% = 689,927 +- 17,70 (2,57 %) (26,418)
10: 250, 4000, 5% = 693,369 +- 21,39 (3,09 %) (28,039)
10: 275, 4000, 10% = 689,050 +- 21,35 (3,10 %) (27,033)
10: 300, 4000, 20% = 691,981 +- 23,57 (3,41 %) (25,147)
10: 350, 4000, 99% = 698,596 +- 26,20 (3,75 %) (21,088)
10: 400, 4000, 60% = 696,711 +- 29,52 (4,24 %) (24,514)
10: 500, 4000, 5% = 703,791 +- 34,14 (4,85 %) (31,940)
10: 5, 5000, 10% = 696,495 +- 33,98 (4,88 %) (25,308)
10: 10, 5000, 40% = 694,229 +- 33,26 (4,79 %) (24,749)
10: 15, 5000, 80% = 692,103 +- 19,26 (2,78 %) (28,259)
10: 30, 5000, 5% = 685,881 +- 13,64 (1,99 %) (26,300)
10: 40, 5000, 10% = 685,881 +- 13,64 (1,99 %) (25,587)
10: 50, 5000, 60% = 688,290 +- 19,71 (2,86 %) (25,870)
10: 60, 5000, 99% = 685,881 +- 13,64 (1,99 %) (27,245)
10: 80, 5000, 5% = 689,927 +- 17,70 (2,57 %) (26,787)
10: 90, 5000, 20% = 685,881 +- 13,64 (1,99 %) (26,582)
10: 100, 5000, 60% = 689,927 +- 17,70 (2,57 %) (23,682)
10: 125, 5000, 99% = 689,927 +- 17,70 (2,57 %) (25,104)
10: 175, 5000, 5% = 692,741 +- 24,83 (3,58 %) (29,348)
10: 200, 5000, 10% = 691,669 +- 22,59 (3,27 %) (28,218)
10: 225, 5000, 40% = 689,927 +- 17,70 (2,57 %) (26,292)
10: 250, 5000, 40% = 688,290 +- 19,71 (2,86 %) (25,375)
10: 275, 5000, 40% = 696,258 +- 26,44 (3,80 %) (26,546)
10: 300, 5000, 99% = 692,741 +- 24,83 (3,58 %) (26,571)
10: 400, 5000, 5% = 702,537 +- 43,45 (6,18 %) (35,217)
10: 450, 5000, 10% = 688,290 +- 19,71 (2,86 %) (34,144)
10: 500, 5000, 40% = 691,669 +- 22,59 (3,27 %) (22,756)
