10	20	200	10	715,056	48,56	6,79	9,968
10	30	300	80	708,112	41,34	5,84	3,968
10	50	500	10	708,838	32,69	4,61	5,079
10	60	600	80	701,259	42,05	6,00	2,576
10	80	800	10	704,643	33,92	4,81	5,945
10	90	900	80	702,561	43,86	6,24	3,742
10	110	1100	10	698,182	22,41	3,21	6,152
10	120	1200	80	698,122	25,97	3,72	4,665
10	140	1400	10	701,022	39,97	5,70	7,412
10	150	1500	80	695,189	40,14	5,77	5,692
10	170	1700	10	701,275	38,51	5,49	8,387
10	180	1800	80	691,669	22,59	3,27	6,409
10	200	2000	10	701,477	30,06	4,29	10,853
10	10	200	80	711,761	52,88	7,43	0,921
10	30	600	10	691,642	22,51	3,25	2,875
10	40	800	80	691,669	22,59	3,27	2,904
10	60	1200	10	692,808	32,89	4,75	5,619
10	70	1400	80	694,575	22,47	3,24	4,904
10	90	1800	10	696,611	40,56	5,82	8,901
10	100	2000	80	689,572	19,31	2,80	7,672
10	120	2400	10	698,641	32,90	4,71	11,454
10	130	2600	80	696,742	28,12	4,04	9,686
10	150	3000	10	697,037	28,75	4,12	14,053
10	160	3200	80	693,698	25,62	3,69	11,604
10	180	3600	10	696,053	22,54	3,24	16,900
10	190	3800	80	692,701	20,56	2,97	15,196
10	10	300	10	717,839	39,30	5,47	1,724
10	20	600	80	704,970	35,90	5,09	2,364
10	40	1200	10	696,488	35,56	5,11	5,270
10	50	1500	80	695,257	24,88	3,58	5,226
10	70	2100	10	691,642	22,51	3,25	9,521
10	80	2400	80	689,050	21,35	3,10	9,491
10	100	3000	10	689,050	21,35	3,10	13,279
10	110	3300	80	691,642	22,51	3,25	12,875
10	130	3900	10	689,927	17,70	2,57	16,853
10	140	4200	80	691,642	22,51	3,25	15,394
10	160	4800	10	685,881	13,64	1,99	21,968
10	170	5100	80	689,927	17,70	2,57	19,373
10	190	5700	10	689,927	17,70	2,57	24,180
10	200	6000	80	691,642	22,51	3,25	22,125
10	20	800	10	690,950	24,82	3,59	3,141
10	30	1200	80	691,669	22,59	3,27	4,432
10	50	2000	10	688,290	19,71	2,86	8,288
10	60	2400	80	691,669	22,59	3,27	9,642
