14	2	5	0	814,074	24,52	3,01	11,024
10	3	5	0	751,827	95,01	12,64	2,053
38	3	5	0	883,678	175,85	19,90	8,686
34	4	5	0	873,834	132,00	15,11	4,596
30	5	5	0	839,474	71,52	8,52	5,642
26	6	5	0	828,669	22,78	2,75	4,031
22	7	5	0	816,571	20,34	2,49	3,209
18	8	5	0	816,169	20,01	2,45	1,926
14	9	5	0	801,137	29,54	3,69	1,530
10	10	5	0	751,827	95,01	12,64	0,853
38	10	5	0	844,645	123,36	14,61	5,571
34	12	5	0	846,848	131,14	15,49	5,263
30	14	5	0	821,136	29,86	3,64	4,096
26	16	5	0	826,241	15,13	1,83	4,811
22	18	5	0	817,486	30,32	3,71	4,011
18	20	5	0	814,096	21,77	2,67	3,045
14	24	5	0	804,234	27,77	3,45	2,292
10	28	5	0	738,008	45,18	6,12	1,139
38	28	5	0	844,762	43,08	5,10	10,741
34	32	5	0	840,273	100,33	11,94	9,541
30	36	5	0	819,042	22,00	2,69	8,245
26	42	5	0	820,621	28,17	3,43	7,201
22	48	5	0	802,803	40,77	5,08	6,285
18	54	5	0	795,048	37,03	4,66	5,798
14	60	5	0	804,239	34,42	4,28	5,182
10	66	5	0	721,541	45,32	6,28	3,198
38	66	5	0	819,052	26,68	3,26	19,223
34	72	5	0	838,279	72,44	8,64	18,438
30	76	5	0	842,198	96,69	11,48	15,629
26	82	5	0	829,951	81,10	9,77	13,548
22	90	5	0	769,891	48,87	6,35	11,501
18	96	5	0	800,845	38,83	4,85	9,320
14	102	5	0	793,126	32,21	4,06	7,537
10	2	10	0	718,838	54,98	7,65	0,288
38	2	10	0	836,811	78,63	9,40	3,409
34	3	10	0	870,957	130,07	14,93	3,970
30	4	10	0	852,722	137,31	16,10	3,507
26	5	10	0	826,122	21,11	2,56	3,516
22	6	10	0	829,881	182,66	22,01	2,030
18	7	10	0	812,854	18,66	2,30	2,057
14	8	10	0	807,494	24,33	3,01	1,813
10	9	10	0	718,838	54,98	7,65	0,851
38	9	10	0	827,202	23,95	2,90	7,986
34	10	10	0	820,922	27,72	3,38	7,453
30	12	10	0	823,144	16,93	2,06	6,284
26	14	10	0	825,667	16,09	1,95	6,071
22	16	10	0	803,828	35,09	4,37	4,918
18	18	10	0	776,484	41,72	5,37	4,556
14	20	10	0	773,036	48,28	6,25	3,087
10	24	10	0	717,378	50,96	7,10	2,205
38	24	10	0	855,870	121,17	14,16	16,201
34	28	10	0	822,713	22,73	2,76	14,615
30	32	10	0	832,735	50,99	6,12	12,509
26	36	10	0	817,338	24,88	3,04	11,641
22	42	10	0	808,385	28,27	3,50	10,923
