20	10	500	60	732,154	49,97	6,82	16,690
20	20	500	40	767,191	0,47	0,06	22,008
20	40	500	5	767,191	0,47	0,06	28,050
20	50	500	60	727,752	45,75	6,29	12,919
20	60	500	20	767,191	0,47	0,06	23,130
20	70	500	99	767,191	0,47	0,06	18,512
20	90	500	5	767,191	0,47	0,06	26,098
20	100	500	10	767,191	0,47	0,06	23,088
20	125	500	40	767,191	0,47	0,06	21,388
20	150	500	40	767,191	0,47	0,06	24,288
20	200	500	0	767,191	0,47	0,06	30,799
20	225	500	20	767,191	0,47	0,06	28,795
20	250	500	99	767,191	0,47	0,06	24,049
20	300	500	5	767,191	0,47	0,06	28,451
20	350	500	40	767,191	0,47	0,06	25,582
20	400	500	60	767,191	0,47	0,06	26,152
20	500	500	5	767,191	0,47	0,06	26,650
20	10	1000	20	767,191	0,47	0,06	32,805
20	30	1000	5	767,191	0,47	0,06	35,312
20	40	1000	60	730,260	50,48	6,91	21,291
20	50	1000	80	714,844	39,11	5,47	18,001
20	60	1000	10	767,191	0,47	0,06	35,401
20	80	1000	5	767,191	0,47	0,06	35,707
20	90	1000	80	733,156	43,99	6,00	17,221
20	100	1000	20	767,191	0,47	0,06	29,940
20	125	1000	60	767,191	0,47	0,06	26,170
20	175	1000	5	767,191	0,47	0,06	36,631
20	200	1000	20	767,191	0,47	0,06	34,158
20	225	1000	40	767,191	0,47	0,06	28,799
20	250	1000	80	767,191	0,47	0,06	24,977
20	275	1000	80	767,191	0,47	0,06	26,144
20	300	1000	80	767,191	0,47	0,06	27,395
20	350	1000	60	767,191	0,47	0,06	30,549
20	450	1000	5	767,191	0,47	0,06	40,651
20	500	1000	20	767,191	0,47	0,06	34,677
20	10	2000	60	712,688	38,34	5,38	31,756
20	30	2000	0	767,191	0,47	0,06	53,705
20	40	2000	20	735,571	56,41	7,67	39,707
20	50	2000	99	713,033	45,49	6,38	29,808
20	60	2000	60	730,593	53,35	7,30	37,363
20	80	2000	0	767,191	0,47	0,06	52,113
20	90	2000	10	767,191	0,47	0,06	54,851
20	125	2000	5	767,191	0,47	0,06	50,736
20	150	2000	40	720,974	52,69	7,31	30,640
20	175	2000	60	767,191	0,47	0,06	38,255
20	200	2000	80	729,692	59,93	8,21	25,958
20	225	2000	20	767,191	0,47	0,06	47,474
20	275	2000	5	767,191	0,47	0,06	51,643
20	300	2000	20	767,191	0,47	0,06	50,137
20	400	2000	0	767,191	0,47	0,06	50,777
20	450	2000	10	767,191	0,47	0,06	53,352
20	10	3000	0	748,154	33,40	4,46	57,466
20	20	3000	10	705,415	30,59	4,34	43,402
20	30	3000	60	708,173	29,74	4,20	41,408
20	40	3000	40	709,337	33,87	4,77	38,820
20	50	3000	40	716,865	42,73	5,96	37,805
20	60	3000	20	714,582	40,01	5,60	50,242
20	80	3000	0	767,191	0,47	0,06	67,510
20	90	3000	10	767,191	0,47	0,06	65,008
20	125	3000	5	767,191	0,47	0,06	64,866
20	150	3000	20	767,191	0,47	0,06	61,464
20	200	3000	5	767,191	0,47	0,06	63,758
20	225	3000	60	715,956	46,66	6,52	38,836
20	250	3000	20	767,191	0,47	0,06	57,661
20	300	3000	0	767,191	0,47	0,06	63,755
20	350	3000	20	767,191	0,47	0,06	64,519
20	450	3000	0	767,191	0,47	0,06	66,307
20	500	3000	10	767,191	0,47	0,06	63,956
20	20	4000	5	748,537	38,38	5,13	65,205
20	30	4000	20	703,622	27,42	3,90	49,807
20	40	4000	10	767,191	0,47	0,06	75,735
20	60	4000	5	767,191	0,47	0,06	78,288
20	70	4000	20	767,191	0,47	0,06	83,626
20	90	4000	5	767,191	0,47	0,06	83,715
20	100	4000	99	718,392	43,49	6,05	48,991
20	125	4000	60	709,023	33,87	4,78	52,468
20	150	4000	60	723,391	41,46	5,73	48,775
20	175	4000	40	712,629	36,69	5,15	53,295
20	200	4000	99	726,608	50,87	7,00	49,078
20	225	4000	99	713,016	45,40	6,37	46,079
20	250	4000	20	734,751	57,33	7,80	63,597
20	300	4000	0	767,191	0,47	0,06	82,836
20	350	4000	10	767,191	0,47	0,06	87,048
20	450	4000	0	767,191	0,47	0,06	80,582
20	500	4000	40	767,191	0,47	0,06	62,474
20	10	5000	99	705,532	34,29	4,86	53,923
20	20	5000	40	718,827	30,01	4,17	68,565
20	40	5000	0	767,191	0,47	0,06	92,453
20	50	5000	10	767,191	0,47	0,06	93,670
20	70	5000	5	767,191	0,47	0,06	92,139
20	80	5000	40	704,941	25,96	3,68	61,857
20	90	5000	80	713,493	37,84	5,30	64,475
20	125	5000	0	767,191	0,47	0,06	91,411
20	150	5000	10	767,191	0,47	0,06	92,496
20	200	5000	0	767,191	0,47	0,06	90,811
20	225	5000	10	767,191	0,47	0,06	92,683
20	275	5000	5	767,191	0,47	0,06	95,782
20	300	5000	20	721,913	49,40	6,84	79,447
20	400	5000	0	767,191	0,47	0,06	96,496
20	450	5000	10	767,191	0,47	0,06	98,838
20	10	7500	0	735,557	26,56	3,61	110,187
20	20	7500	10	704,950	29,91	4,24	82,672
20	30	7500	40	736,496	24,32	3,30	115,146
20	50	7500	5	767,191	0,47	0,06	123,784
20	60	7500	99	708,718	47,93	6,76	79,810
20	80	7500	0	767,191	0,47	0,06	129,400
20	90	7500	10	767,191	0,47	0,06	133,810
20	125	7500	5	767,191	0,47	0,06	128,423
20	150	7500	20	739,910	49,32	6,67	109,718
20	200	7500	5	767,191	0,47	0,06	129,744
20	225	7500	10	767,191	0,47	0,06	138,416
20	275	7500	5	767,191	0,47	0,06	136,808
20	300	7500	20	714,752	47,44	6,64	104,469
20	400	7500	0	767,191	0,47	0,06	133,191
20	450	7500	10	767,191	0,47	0,06	133,169
20	10	10000	5	736,671	27,30	3,71	140,791
20	20	10000	20	702,588	27,63	3,93	101,323
20	30	10000	60	701,035	21,62	3,08	106,320
20	40	10000	60	695,153	18,14	2,61	100,942
20	50	10000	80	696,349	22,53	3,24	101,518
20	60	10000	80	694,962	22,14	3,19	104,501
20	80	10000	0	767,191	0,47	0,06	163,762
20	90	10000	10	767,191	0,47	0,06	165,240
20	125	10000	5	767,191	0,47	0,06	163,929
20	150	10000	20	731,554	53,48	7,31	140,236
20	175	10000	40	705,813	28,78	4,08	113,808
20	200	10000	40	712,448	42,34	5,94	115,143
20	225	10000	80	712,286	39,76	5,58	114,983
20	250	10000	99	709,548	44,87	6,32	109,157
20	300	10000	0	767,191	0,47	0,06	167,569
20	350	10000	10	767,191	0,47	0,06	170,357
20	450	10000	5	767,191	0,47	0,06	170,913
20	500	10000	20	730,379	57,78	7,91	143,193
20	20	12500	0	727,150	27,94	3,84	171,122
20	30	12500	10	718,252	23,95	3,34	165,968
20	40	12500	80	695,445	18,80	2,70	125,441
20	50	12500	99	696,354	19,87	2,85	121,503
20	60	12500	99	706,765	45,55	6,44	120,845
20	70	12500	60	697,390	19,22	2,76	131,724
20	80	12500	99	698,658	31,67	4,53	129,874
20	100	12500	0	767,191	0,47	0,06	201,025
20	125	12500	10	767,191	0,47	0,06	197,962
20	175	12500	5	767,191	0,47	0,06	200,128
20	200	12500	20	706,744	35,03	4,96	148,738
20	225	12500	40	708,581	38,34	5,41	139,282
20	250	12500	40	712,482	33,86	4,75	141,556
20	275	12500	80	707,429	44,41	6,28	131,682
20	300	12500	80	717,680	36,18	5,04	129,550
20	350	12500	40	711,854	45,16	6,34	145,400
20	450	12500	0	767,191	0,47	0,06	211,820
20	500	12500	20	728,386	44,95	6,17	168,579
20	10	15000	40	729,062	40,15	5,51	185,475
20	30	15000	5	736,891	22,10	3,00	209,007
20	40	15000	60	695,153	18,14	2,61	137,914
20	50	15000	40	697,809	23,20	3,32	159,261
20	60	15000	99	706,765	45,55	6,44	147,517
20	80	15000	0	742,109	31,02	4,18	224,117
20	90	15000	10	767,191	0,47	0,06	243,526
20	125	15000	5	751,810	35,32	4,70	227,148
20	150	15000	20	719,462	46,42	6,45	192,679
20	200	15000	0	767,191	0,47	0,06	234,333
20	225	15000	10	767,191	0,47	0,06	250,069
20	275	15000	5	767,191	0,47	0,06	247,554
20	300	15000	20	712,321	42,17	5,92	171,535
20	350	15000	40	711,854	45,16	6,34	161,660
20	400	15000	80	716,138	43,61	6,09	158,609
20	450	15000	60	716,465	45,00	6,28	162,204
20	500	15000	40	719,571	51,42	7,15	168,824
20	20	17500	0	724,750	24,32	3,36	232,146
20	30	17500	10	715,789	24,94	3,48	242,489
20	40	17500	80	695,445	18,80	2,70	167,254
20	50	17500	99	695,033	18,77	2,70	174,830
20	70	17500	0	738,883	26,58	3,60	255,878
20	80	17500	10	702,684	26,83	3,82	194,335
