10: 5, 15000, 0% = 696,495 +- 33,98 (4,88 %) (63,029)
10: 10, 15000, 60% = 685,881 +- 13,64 (1,99 %) (57,432)
10: 15, 15000, 60% = 691,669 +- 22,59 (3,27 %) (58,853)
10: 20, 15000, 99% = 693,605 +- 20,75 (2,99 %) (59,802)
10: 40, 15000, 5% = 696,174 +- 22,71 (3,26 %) (64,207)
10: 50, 15000, 20% = 694,229 +- 33,26 (4,79 %) (64,262)
10: 60, 15000, 80% = 689,927 +- 17,70 (2,57 %) (62,325)
10: 80, 15000, 5% = 689,927 +- 17,70 (2,57 %) (63,447)
10: 90, 15000, 60% = 689,927 +- 17,70 (2,57 %) (57,709)
10: 100, 15000, 60% = 689,927 +- 17,70 (2,57 %) (60,847)
10: 125, 15000, 99% = 689,927 +- 17,70 (2,57 %) (59,945)
10: 175, 15000, 5% = 689,927 +- 17,70 (2,57 %) (65,289)
10: 200, 15000, 10% = 689,927 +- 17,70 (2,57 %) (62,271)
10: 225, 15000, 60% = 689,927 +- 17,70 (2,57 %) (63,812)
10: 275, 15000, 0% = 696,638 +- 40,65 (5,83 %) (84,015)
10: 300, 15000, 60% = 689,927 +- 17,70 (2,57 %) (58,455)
10: 350, 15000, 80% = 685,881 +- 13,64 (1,99 %) (60,264)
10: 400, 15000, 60% = 689,927 +- 17,70 (2,57 %) (63,284)
10: 450, 15000, 80% = 685,881 +- 13,64 (1,99 %) (62,885)
10: 500, 15000, 99% = 691,669 +- 22,59 (3,27 %) (61,650)
10: 10, 20000, 5% = 700,319 +- 23,53 (3,36 %) (89,701)
10: 15, 20000, 20% = 691,669 +- 22,59 (3,27 %) (73,788)
10: 20, 20000, 40% = 689,927 +- 17,70 (2,57 %) (78,228)
10: 30, 20000, 80% = 689,927 +- 17,70 (2,57 %) (70,627)
10: 50, 20000, 0% = 688,290 +- 19,71 (2,86 %) (75,299)
10: 60, 20000, 10% = 685,881 +- 13,64 (1,99 %) (76,158)
10: 70, 20000, 40% = 691,669 +- 22,59 (3,27 %) (73,532)
10: 80, 20000, 80% = 689,927 +- 17,70 (2,57 %) (74,772)
10: 100, 20000, 0% = 685,881 +- 13,64 (1,99 %) (81,003)
10: 125, 20000, 10% = 685,881 +- 13,64 (1,99 %) (82,720)
10: 150, 20000, 60% = 689,927 +- 17,70 (2,57 %) (76,077)
10: 175, 20000, 99% = 685,881 +- 13,64 (1,99 %) (77,405)
10: 225, 20000, 5% = 689,927 +- 17,70 (2,57 %) (83,362)
10: 250, 20000, 10% = 685,881 +- 13,64 (1,99 %) (81,802)
10: 275, 20000, 40% = 685,881 +- 13,64 (1,99 %) (81,126)
10: 300, 20000, 80% = 689,927 +- 17,70 (2,57 %) (77,770)
10: 400, 20000, 0% = 691,356 +- 23,68 (3,43 %) (112,517)
10: 450, 20000, 40% = 689,927 +- 17,70 (2,57 %) (79,473)
10: 500, 20000, 60% = 685,881 +- 13,64 (1,99 %) (74,138)
