numMobiles	populationSize	mapoModelMaxEvaluations	injectedSolutionsFraction	avg	std	std_percent	time
15	72	1944	100	737,600	47,75	6,47	16,064
15	90	2430	20	797,209	36,76	4,61	26,274
15	99	2673	50	752,134	48,20	6,41	27,002
15	108	2916	80	779,522	51,37	6,59	28,630
15	126	3402	0	796,107	30,39	3,82	37,138
15	135	3645	30	791,013	32,41	4,10	41,924
15	144	3888	60	766,447	43,12	5,63	39,597
15	153	4131	90	745,922	50,37	6,75	41,077
15	171	4617	10	791,854	50,01	6,32	51,625
15	180	4860	40	784,986	41,03	5,23	51,505
15	189	5103	70	756,610	43,52	5,75	53,662
15	198	5346	100	723,246	53,06	7,34	39,266
15	216	5832	20	781,377	38,38	4,91	64,341
15	225	6075	50	789,143	46,83	5,93	65,851
15	4	126	80	723,633	33,61	4,64	1,551
15	14	441	0	781,399	34,43	4,41	5,478
15	18	567	30	775,202	36,78	4,75	6,804
15	22	693	60	771,745	37,37	4,84	7,503
15	27	850	90	759,255	47,99	6,32	10,035
15	36	1134	10	785,929	37,99	4,83	13,366
15	40	1260	40	786,643	45,33	5,76	13,599
15	45	1417	70	785,134	42,02	5,35	15,081
15	54	1701	100	726,391	49,26	6,78	15,146
15	72	2268	20	780,554	37,60	4,82	24,171
15	81	2551	50	789,066	39,93	5,06	28,156
15	90	2835	80	765,278	50,47	6,60	30,172
15	108	3402	0	786,524	36,48	4,64	40,260
15	117	3685	30	769,581	45,66	5,93	41,067
15	126	3969	60	770,445	42,97	5,58	44,012
15	135	4252	90	742,385	41,02	5,53	39,694
15	153	4820	10	781,932	34,08	4,36	55,322
15	162	5103	40	781,783	48,18	6,16	57,991
15	171	5386	70	766,847	52,84	6,89	56,068
15	180	5670	100	714,431	46,22	6,47	43,253
15	198	6237	20	796,151	44,54	5,59	71,030
15	207	6520	50	776,504	53,48	6,89	70,015
15	216	6804	80	764,150	36,65	4,80	69,037
15	4	144	0	795,583	36,00	4,53	2,073
15	9	324	30	776,966	33,08	4,26	4,288
15	14	504	60	778,796	38,04	4,88	5,629
15	18	648	90	746,403	54,75	7,33	6,150
15	27	972	10	771,352	48,02	6,23	11,459
15	32	1152	40	776,062	34,79	4,48	12,138
15	36	1296	70	775,989	44,15	5,69	13,534
15	40	1440	100	712,909	46,24	6,49	11,356
15	54	1944	20	773,431	46,94	6,07	20,503
15	63	2268	50	771,628	47,27	6,13	24,571
15	72	2592	80	765,252	45,51	5,95	26,038
15	90	3240	0	786,003	44,41	5,65	35,448
15	99	3564	30	756,923	38,56	5,09	39,108
15	108	3888	60	779,105	48,38	6,21	42,400
15	117	4212	90	737,608	48,03	6,51	40,137
15	135	4860	10	798,194	33,95	4,25	53,543
15	144	5184	40	786,171	31,63	4,02	59,202
15	153	5508	70	768,635	50,77	6,60	58,881
15	162	5832	100	725,625	40,45	5,58	46,407
15	180	6480	20	785,320	36,26	4,62	74,245
15	189	6804	50	767,873	44,78	5,83	71,834
15	198	7128	80	755,214	51,61	6,83	69,830
15	216	7776	0	790,183	36,42	4,61	89,725
15	225	8100	30	780,486	45,85	5,87	89,918
15	4	162	60	795,212	30,48	3,83	2,317
15	9	364	90	741,985	44,47	5,99	4,237
15	18	729	10	771,158	45,78	5,94	9,028
15	22	891	40	759,303	38,40	5,06	9,929
15	27	1094	70	766,880	31,50	4,11	12,011
15	32	1296	100	707,525	32,03	4,53	9,341
15	40	1620	20	767,716	46,75	6,09	17,738
15	45	1822	50	752,647	47,30	6,28	18,769
15	54	2187	80	759,141	50,06	6,59	21,877
15	72	2916	0	771,044	46,77	6,07	33,004
15	81	3280	30	782,473	37,37	4,78	36,471
15	90	3645	60	749,654	47,26	6,30	39,258
15	99	4010	90	737,352	48,35	6,56	39,614
15	117	4738	10	788,517	30,28	3,84	54,882
15	126	5103	40	788,004	37,12	4,71	58,660
15	135	5468	70	763,116	42,71	5,60	58,231
15	144	5832	100	707,563	43,60	6,16	42,522
15	162	6561	20	785,662	43,05	5,48	73,816
15	171	6926	50	770,035	46,54	6,04	76,986
15	180	7290	80	759,334	41,48	5,46	78,276
15	198	8019	0	779,777	39,32	5,04	94,607
15	207	8384	30	757,715	56,62	7,47	93,917
15	216	8748	60	768,434	45,88	5,97	92,532
15	225	9112	90	737,891	55,71	7,55	89,434
15	9	405	10	774,930	36,03	4,65	4,967
15	14	630	40	766,652	42,24	5,51	7,956
15	18	810	70	768,618	44,00	5,72	9,043
15	22	990	100	722,818	57,14	7,90	7,748
15	32	1440	20	782,238	49,53	6,33	16,533
15	36	1620	50	754,261	44,96	5,96	16,649
15	40	1800	80	743,142	53,41	7,19	17,600
15	54	2430	0	779,505	39,21	5,03	27,470
15	63	2835	30	768,450	35,55	4,63	31,644
15	72	3240	60	771,627	48,08	6,23	33,846
15	81	3645	90	744,401	47,67	6,40	36,128
15	99	4455	10	785,694	47,58	6,06	49,260
15	108	4860	40	780,486	47,22	6,05	51,500
15	117	5265	70	776,776	32,73	4,21	56,634
15	126	5670	100	714,759	40,14	5,62	42,948
15	144	6480	20	790,033	35,10	4,44	73,697
15	153	6885	50	752,275	44,62	5,93	70,560
15	162	7290	80	762,369	44,42	5,83	76,318
15	180	8100	0	787,264	33,80	4,29	90,549
15	189	8505	30	789,869	36,32	4,60	94,804
15	198	8910	60	775,835	49,89	6,43	96,927
15	207	9315	90	756,573	48,26	6,38	96,178
15	225	10125	10	791,124	32,62	4,12	114,242
15	4	216	40	770,013	35,17	4,57	2,798
15	9	486	70	778,119	35,83	4,60	5,736
15	14	756	100	715,018	37,90	5,30	5,926
15	22	1188	20	769,731	37,84	4,92	13,584
15	27	1458	50	752,791	39,79	5,29	14,999
15	32	1728	80	723,909	42,56	5,88	15,528
15	40	2160	0	773,086	34,79	4,50	23,942
15	45	2430	30	774,523	39,78	5,14	26,628
15	54	2916	60	743,279	48,11	6,47	29,010
15	63	3402	90	732,565	50,97	6,96	32,458
15	81	4374	10	758,262	52,67	6,95	46,567
15	90	4860	40	772,352	41,68	5,40	52,109
15	99	5346	70	738,576	46,40	6,28	54,469
15	108	5832	100	713,970	35,17	4,93	46,121
15	126	6804	20	784,542	31,85	4,06	76,431
15	135	7290	50	745,989	47,42	6,36	74,333
15	144	7776	80	766,259	45,12	5,89	78,459
15	162	8748	0	782,436	40,88	5,22	96,185
15	171	9234	30	754,389	51,75	6,86	98,512
15	180	9720	60	757,114	50,81	6,71	97,975
15	189	10206	90	720,422	49,21	6,83	94,231
15	207	11178	10	762,231	50,11	6,57	122,042
15	216	11664	40	779,389	42,24	5,42	125,593
15	225	12150	70	748,790	63,88	8,53	123,586
15	4	252	100	723,633	33,61	4,64	2,437
15	14	882	20	774,313	39,29	5,07	10,306
15	18	1134	50	746,601	42,34	5,67	11,245
15	22	1386	80	744,545	38,36	5,15	13,556
15	32	2016	0	763,215	37,54	4,92	22,019
15	36	2268	30	751,237	38,48	5,12	24,564
15	40	2520	60	731,319	43,94	6,01	23,755
15	45	2835	90	747,349	40,86	5,47	29,373
15	63	3969	10	743,533	44,35	5,96	41,384
15	72	4536	40	761,334	55,21	7,25	48,433
15	81	5103	70	753,161	40,34	5,36	54,439
15	90	5670	100	713,493	37,22	5,22	41,777
15	108	6804	20	757,539	46,35	6,12	71,753
15	117	7371	50	762,656	34,50	4,52	76,517
15	126	7938	80	756,251	51,70	6,84	82,818
15	144	9072	0	766,138	36,21	4,73	100,968
15	153	9639	30	763,802	32,66	4,28	103,264
15	162	10206	60	752,017	32,53	4,33	106,377
15	171	10773	90	744,308	57,11	7,67	104,819
15	189	11907	10	750,254	43,90	5,85	128,347
15	198	12474	40	770,895	44,42	5,76	133,219
15	207	13041	70	748,663	49,83	6,66	128,456
15	216	13608	100	708,196	39,13	5,53	105,134
15	4	288	20	766,895	34,87	4,55	3,209
15	9	648	50	716,773	48,82	6,81	4,999
15	14	1008	80	765,963	39,29	5,13	11,682
15	22	1584	0	752,973	33,30	4,42	18,532
15	27	1944	30	752,883	37,67	5,00	20,224
15	32	2304	60	745,154	45,54	6,11	20,949
15	36	2592	90	710,185	40,92	5,76	19,807
15	45	3240	10	754,486	42,06	5,57	34,805
15	54	3888	40	754,732	38,86	5,15	40,249
15	63	4536	70	715,095	30,51	4,27	40,168
15	72	5184	100	707,026	29,49	4,17	42,130
15	90	6480	20	759,084	35,12	4,63	65,805
15	99	7128	50	726,500	36,10	4,97	69,089
15	108	7776	80	730,748	45,27	6,20	75,774
15	126	9072	0	780,997	34,52	4,42	101,254
15	135	9720	30	763,176	50,03	6,56	106,164
15	144	10368	60	732,271	51,60	7,05	104,074
15	153	11016	90	719,828	39,43	5,48	104,817
15	171	12312	10	751,408	47,28	6,29	129,636
15	180	12960	40	746,540	45,71	6,12	132,506
15	189	13608	70	725,432	39,79	5,49	134,024
15	198	14256	100	708,542	34,18	4,82	105,116
15	216	15552	20	757,258	44,68	5,90	165,624
15	225	16200	50	744,119	58,67	7,88	169,847
15	4	324	80	723,633	33,61	4,64	2,994
15	14	1134	0	766,986	30,24	3,94	12,455
15	18	1458	30	746,868	26,96	3,61	16,575
15	22	1782	60	748,566	38,70	5,17	19,033
15	27	2187	90	735,189	36,10	4,91	23,577
15	36	2916	10	750,680	40,43	5,39	33,175
15	40	3240	40	756,968	38,37	5,07	37,108
15	45	3645	70	758,395	38,98	5,14	38,780
15	54	4374	100	707,196	28,51	4,03	38,488
15	72	5832	20	735,014	28,45	3,87	61,995
15	81	6561	50	746,350	46,22	6,19	70,031
15	90	7290	80	729,131	49,89	6,84	72,274
15	108	8748	0	757,874	26,01	3,43	94,824
15	117	9477	30	727,579	33,55	4,61	94,846
15	126	10206	60	727,336	42,09	5,79	103,878
15	135	10935	90	705,081	25,04	3,55	95,231
15	153	12393	10	757,684	37,43	4,94	135,805
15	162	13122	40	749,058	52,78	7,05	137,950
15	171	13851	70	735,545	33,33	4,53	136,599
15	180	14580	100	704,412	26,57	3,77	108,063
15	198	16038	20	779,340	33,58	4,31	175,694
15	207	16767	50	735,290	48,97	6,66	166,456
15	216	17496	80	734,336	53,62	7,30	178,642
15	4	360	0	763,791	34,00	4,45	4,574
15	9	810	30	767,874	37,38	4,87	9,843
15	14	1260	60	749,784	37,61	5,02	13,244
15	18	1620	90	730,641	45,09	6,17	16,283
15	27	2430	10	750,447	40,50	5,40	28,662
15	32	2880	40	752,290	38,93	5,17	34,089
15	36	3240	70	749,973	39,33	5,24	34,437
15	40	3600	100	699,920	24,09	3,44	26,419
15	54	4860	20	735,184	30,70	4,18	51,946
15	63	5670	50	738,241	26,23	3,55	60,981
15	72	6480	80	734,183	38,40	5,23	65,759
15	90	8100	0	745,548	35,45	4,76	87,364
15	99	8910	30	732,504	20,55	2,81	98,214
15	108	9720	60	739,188	38,43	5,20	101,036
15	117	10530	90	712,079	27,24	3,82	94,594
15	135	12150	10	761,532	28,61	3,76	141,409
15	144	12960	40	757,155	46,28	6,11	143,396
15	153	13770	70	723,157	44,51	6,15	143,497
15	162	14580	100	700,296	24,17	3,45	115,630
15	180	16200	20	751,544	41,60	5,54	176,930
15	189	17010	50	731,989	44,89	6,13	174,481
15	198	17820	80	720,494	34,43	4,78	174,598
15	216	19440	0	756,381	34,85	4,61	223,700
15	225	20250	30	741,860	37,88	5,11	214,631
15	4	18	10	808,087	21,83	2,70	9,688
15	9	40	40	761,274	91,13	11,97	7,130
15	14	63	70	804,304	46,39	5,77	2,548
15	18	81	100	780,533	46,92	6,01	2,487
15	27	122	20	807,358	34,00	4,21	3,490
15	32	144	50	802,102	28,71	3,58	2,686
15	36	162	80	773,984	49,22	6,36	2,207
15	45	202	0	801,975	28,27	3,52	3,571
15	54	243	30	807,551	29,20	3,62	4,007
15	63	284	60	797,803	24,54	3,08	3,620
15	72	324	90	795,445	32,61	4,10	3,678
15	90	405	10	806,872	29,42	3,65	6,245
15	99	446	40	802,380	24,48	3,05	6,111
15	108	486	70	807,925	33,32	4,12	6,164
15	117	527	100	742,897	54,57	7,35	4,119
15	135	608	20	795,057	27,28	3,43	8,024
15	144	648	50	791,709	51,87	6,55	7,225
15	153	688	80	789,199	43,55	5,52	7,033
15	171	770	0	800,286	37,74	4,72	10,331
15	180	810	30	795,924	40,54	5,09	10,291
15	189	851	60	783,344	36,64	4,68	10,436
15	198	891	90	777,878	52,84	6,79	8,314
15	216	972	10	805,842	40,32	5,00	12,148
15	225	1012	40	783,401	36,76	4,69	12,415
15	4	36	70	801,928	27,93	3,48	0,998
15	9	81	100	776,658	44,18	5,69	1,362
15	18	162	20	804,221	30,84	3,83	2,094
15	22	198	50	804,835	28,73	3,57	2,583
15	27	243	80	792,172	35,01	4,42	2,924
15	36	324	0	811,799	30,09	3,71	4,616
15	40	360	30	795,036	28,82	3,62	4,567
15	45	405	60	791,985	30,73	3,88	4,899
15	54	486	90	779,850	49,57	6,36	4,670
15	72	648	10	803,305	25,67	3,20	8,488
15	81	729	40	787,861	39,84	5,06	8,838
15	90	810	70	786,731	34,76	4,42	8,153
15	99	891	100	747,257	55,45	7,42	6,844
15	117	1053	20	789,011	38,71	4,91	12,865
15	126	1134	50	788,067	35,06	4,45	13,509
15	135	1215	80	786,829	40,21	5,11	12,198
15	153	1377	0	799,676	34,36	4,30	15,705
15	162	1458	30	793,338	38,09	4,80	16,074
15	171	1539	60	796,629	25,63	3,22	17,234
15	180	1620	90	777,510	42,74	5,50	14,682
15	198	1782	10	797,025	30,66	3,85	19,760
15	207	1863	40	789,591	42,73	5,41	20,161
15	216	1944	70	786,890	38,02	4,83	20,586
15	225	2025	100	722,559	43,57	6,03	15,889
15	9	121	20	803,563	38,93	4,84	2,138
15	14	189	50	796,081	36,37	4,57	3,106
15	18	243	80	801,662	31,09	3,88	3,014
15	27	364	0	806,105	28,34	3,52	4,542
15	32	432	30	808,619	28,87	3,57	5,301
15	36	486	60	801,210	31,76	3,96	5,780
15	40	540	90	780,322	47,24	6,05	5,571
15	54	729	10	792,285	35,98	4,54	8,813
15	63	850	40	797,845	36,63	4,59	10,364
15	72	972	70	792,438	36,58	4,62	11,221
15	81	1094	100	724,233	44,58	6,16	8,287
15	99	1336	20	803,498	35,29	4,39	16,447
15	108	1458	50	794,869	29,87	3,76	16,865
15	117	1580	80	782,245	45,93	5,87	17,730
15	135	1822	0	797,047	35,21	4,42	22,528
15	144	1944	30	798,538	38,34	4,80	23,447
15	153	2066	60	793,689	36,15	4,55	23,181
15	162	2187	90	767,558	56,19	7,32	23,271
15	180	2430	10	799,121	38,51	4,82	27,954
15	189	2551	40	788,647	30,27	3,84	28,798
15	198	2673	70	786,217	36,65	4,66	30,098
15	207	2794	100	740,826	53,23	7,18	22,657
15	225	3038	20	788,952	48,09	6,10	36,377
15	4	72	50	792,052	27,72	3,50	1,373
15	9	162	80	757,572	53,20	7,02	2,190
15	18	324	0	787,764	35,56	4,51	4,088
15	22	396	30	797,263	30,34	3,81	4,683
15	27	486	60	760,538	47,90	6,30	5,629
15	32	576	90	777,199	39,11	5,03	6,164
15	40	720	10	798,885	29,53	3,70	9,044
15	45	810	40	795,646	35,85	4,51	9,746
15	54	972	70	786,641	53,89	6,85	10,956
15	63	1134	100	730,130	50,85	6,96	7,886
15	81	1458	20	796,540	30,56	3,84	16,703
15	90	1620	50	781,188	33,47	4,28	17,591
15	99	1782	80	783,682	43,88	5,60	18,185
15	117	2106	0	797,090	37,52	4,71	24,289
15	126	2268	30	791,542	37,04	4,68	25,509
15	135	2430	60	774,077	44,13	5,70	27,091
15	144	2592	90	757,798	55,28	7,30	25,286
15	162	2916	10	793,101	29,47	3,72	33,839
15	171	3078	40	786,712	35,40	4,50	34,397
15	180	3240	70	773,432	43,11	5,57	34,464
15	189	3402	100	735,942	51,73	7,03	29,237
15	207	3726	20	792,841	38,92	4,91	42,916
15	216	3888	50	794,988	43,78	5,51	42,344
15	225	4050	80	766,896	36,49	4,76	42,843
15	9	202	0	788,874	35,80	4,54	2,633
15	14	315	30	791,003	41,43	5,24	4,645
15	18	405	60	787,615	33,68	4,28	4,763
15	22	495	90	718,856	49,77	6,92	4,362
15	32	720	10	775,930	35,77	4,61	8,842
15	36	810	40	776,243	43,09	5,55	9,897
15	40	900	70	770,603	49,05	6,36	10,574
15	45	1012	100	723,013	46,80	6,47	9,579
15	63	1418	20	794,640	44,67	5,62	17,518
15	72	1620	50	769,007	48,79	6,34	17,553
15	81	1822	80	758,928	46,40	6,11	19,366
15	99	2228	0	791,959	40,14	5,07	27,557
15	108	2430	30	789,046	47,24	5,99	28,888
15	117	2632	60	771,745	48,20	6,25	29,845
15	126	2835	90	727,996	55,54	7,63	24,192
15	144	3240	10	785,900	27,78	3,54	37,205
15	153	3442	40	786,315	35,42	4,50	40,186
