11911.00	4628.01	2162.09	0.000	342.49
11912.00	4627.47	2163.80	5.760	321.86
11913.00	4626.39	2165.18	6.444	321.86
11914.00	4625.35	2166.50	5.688	321.86
11915.00	4624.30	2167.84	6.228	321.86
11916.00	4623.30	2169.12	5.976	321.86
11917.00	4621.54	2169.89	5.940	292.23
11918.00	4620.06	2170.49	5.904	292.23
11919.00	4618.75	2171.03	5.400	292.23
11920.00	4617.30	2171.62	5.508	292.23
11921.00	4616.11	2171.81	2.880	292.23
11922.00	4615.07	2171.94	5.652	287.28
11923.00	4613.58	2172.40	6.336	287.28
11924.00	4612.12	2172.86	5.760	287.28
11925.00	4610.71	2173.16	5.688	275.93
11926.00	4609.22	2173.32	5.904	275.93
11927.00	4607.67	2173.48	5.508	275.93
11928.00	4606.19	2173.63	6.228	275.93
11929.00	4604.79	2173.60	5.616	266.78
11930.00	4603.39	2173.53	5.436	266.78
11931.00	4601.89	2173.44	5.508	266.78
11932.00	4600.35	2173.18	6.012	258.95
11933.00	4598.75	2172.87	6.156	258.95
11934.00	4597.15	2172.55	6.264	258.79
11935.00	4595.66	2172.26	5.508	258.79
11936.00	4594.22	2171.81	6.372	252.18
11937.00	4592.89	2171.96	6.300	341.93
11938.00	4592.83	2172.15	0.000	341.93
11939.00	4592.81	2172.21	0.468	341.93
11940.00	4592.81	2172.21	0.000	341.93
11941.00	4592.81	2172.21	0.000	341.93
11942.00	4592.81	2172.21	0.000	341.93
11943.00	4592.81	2172.21	0.000	341.93
11944.00	4592.81	2172.21	0.000	341.93
11945.00	4592.81	2172.21	0.000	341.93
11946.00	4592.81	2172.21	0.000	341.93
11947.00	4592.81	2172.21	0.000	341.93
11948.00	4592.81	2172.21	0.000	341.93
11949.00	4592.81	2172.21	0.000	341.93
11950.00	4592.81	2172.21	0.000	341.93
11951.00	4592.81	2172.21	0.000	341.93
11952.00	4592.81	2172.21	0.000	341.93
11953.00	4592.81	2172.21	0.000	341.93
11954.00	4592.81	2172.21	0.000	341.93
11955.00	4592.81	2172.21	0.000	341.93
11956.00	4592.81	2172.21	0.000	341.93
11957.00	4592.81	2172.21	0.000	341.93
11958.00	4592.81	2172.21	0.000	341.93
11959.00	4591.95	2173.70	6.480	341.93
11960.00	4591.48	2175.14	5.292	341.93
11961.00	4590.95	2176.77	6.408	341.93
11962.00	4590.44	2178.33	5.400	341.93
11963.00	4589.96	2179.82	5.760	341.93
11964.00	4589.46	2181.34	5.544	341.93
11965.00	4588.98	2182.81	5.796	341.93
11966.00	4588.48	2184.35	5.364	341.93
11967.00	4587.79	2185.25	5.364	285.18
11968.00	4586.31	2185.65	5.364	285.18
11969.00	4584.75	2186.08	5.400	285.18
11970.00	4583.22	2186.49	5.868	285.18
11971.00	4581.71	2186.90	5.760	285.18
11972.00	4581.10	2186.36	2.160	221.32
11973.00	4581.02	2186.27	0.000	221.32
11974.00	4579.97	2185.08	5.760	221.32
11975.00	4578.84	2183.80	5.832	221.32
11976.00	4578.31	2182.59	5.508	181.66
11977.00	4578.13	2180.77	6.372	245.91
11978.00	4576.47	2180.30	5.544	245.91
11979.00	4574.91	2179.60	6.372	245.91
11980.00	4573.32	2178.89	6.408	245.91
11981.00	4571.77	2178.01	6.084	223.76
11982.00	4570.56	2176.75	5.436	223.76
11983.00	4569.48	2175.62	5.364	223.76
11984.00	4568.37	2174.46	5.364	223.75
11985.00	4567.17	2173.21	6.120	223.75
11986.00	4565.98	2171.97	6.012	223.75
11987.00	4564.78	2170.72	5.436	223.75
11988.00	4560.28	2163.81	0.000	125.88
11989.00	4560.28	2163.81	0.000	125.88
11990.00	4560.28	2163.81	0.000	125.88
11991.00	4560.28	2163.81	0.000	125.88
11992.00	4560.28	2163.81	0.000	125.88
11993.00	4560.28	2163.81	0.000	125.88
11994.00	4560.28	2163.81	0.000	125.88
11995.00	4560.28	2163.81	0.000	125.88
