9528.00	5750.31	3088.01	0.000	232.82
9529.00	5749.21	3087.17	4.860	232.82
9530.00	5748.01	3086.26	5.616	232.82
9531.00	5746.87	3085.40	5.220	232.82
9532.00	5745.73	3084.53	5.400	232.82
9533.00	5744.56	3083.64	5.472	232.82
9534.00	5743.50	3082.84	4.644	232.82
9535.00	5742.29	3081.92	5.436	232.82
9536.00	5741.13	3081.04	5.004	232.82
9537.00	5740.03	3080.21	5.292	232.82
9538.00	5738.83	3079.27	5.616	229.47
9539.00	5737.78	3078.37	4.644	229.47
9540.00	5736.75	3077.49	4.644	229.47
9541.00	5735.66	3076.56	5.004	229.47
9542.00	5734.59	3075.65	5.436	229.47
9543.00	5733.48	3074.69	5.436	229.47
9544.00	5732.36	3073.74	5.148	229.47
9545.00	5731.26	3072.80	5.040	229.47
9546.00	5730.26	3071.94	4.752	229.47
9547.00	5729.20	3071.04	5.148	229.47
9548.00	5728.17	3070.15	4.932	229.47
9549.00	5727.12	3069.26	5.256	229.47
9550.00	5725.94	3068.25	5.652	229.47
9551.00	5724.83	3067.30	5.292	229.47
9552.00	5723.77	3066.40	4.932	229.47
9553.00	5722.76	3065.53	4.968	229.47
9554.00	5721.65	3064.58	5.364	229.47
9555.00	5720.62	3063.70	4.608	229.47
9556.00	5719.53	3062.77	5.436	229.47
9557.00	5718.38	3061.79	5.256	229.47
9558.00	5717.29	3060.79	5.724	221.06
9559.00	5716.33	3059.70	5.184	221.06
9560.00	5715.42	3058.65	5.328	221.06
9561.00	5714.51	3057.61	4.644	221.06
9562.00	5713.54	3056.49	5.184	221.06
9563.00	5712.61	3055.42	4.824	221.06
9564.00	5711.69	3054.37	5.004	221.06
9565.00	5710.79	3053.33	5.004	221.06
9566.00	5709.81	3052.21	5.472	221.06
9567.00	5708.94	3051.21	4.932	221.06
9568.00	5707.95	3050.08	5.400	221.06
9569.00	5706.93	3048.90	5.652	223.40
9570.00	5705.95	3047.87	4.608	223.40
9571.00	5704.95	3046.81	5.004	223.40
9572.00	5704.00	3045.80	5.148	223.40
9573.00	5702.98	3044.73	5.112	223.40
9574.00	5702.01	3043.70	5.580	223.40
9575.00	5701.02	3042.66	5.436	223.40
9576.00	5700.03	3041.61	5.616	223.40
9577.00	5699.03	3040.55	5.724	223.40
9578.00	5698.02	3039.48	5.292	223.40
9579.00	5696.96	3038.36	5.688	223.40
9580.00	5696.02	3037.37	4.680	223.40
9581.00	5695.07	3036.36	4.788	213.29
9582.00	5694.31	3035.20	5.256	213.29
9583.00	5693.47	3033.92	5.688	213.29
9584.00	5692.65	3032.69	5.508	219.77
9585.00	5691.75	3031.61	4.572	219.77
9586.00	5690.81	3030.48	5.076	219.77
9587.00	5689.84	3029.31	5.508	219.77
9588.00	5688.96	3028.21	5.364	218.43
9589.00	5688.06	3027.07	5.040	218.43
9590.00	5687.16	3025.94	5.256	218.43
9591.00	5686.21	3024.82	5.328	221.02
9592.00	5685.33	3023.81	4.680	221.02
9593.00	5684.34	3022.67	5.364	221.02
9594.00	5683.40	3021.60	5.544	221.02
9595.00	5682.43	3020.48	5.652	221.02
9596.00	5681.48	3019.39	5.220	221.88
9597.00	5680.54	3018.35	5.328	221.88
9598.00	5679.64	3017.34	5.112	221.88
9599.00	5678.61	3016.20	5.544	221.88
9600.00	5677.68	3015.16	5.112	221.88
9601.00	5676.72	3014.09	5.688	221.88
9602.00	5675.69	3012.94	5.724	221.88
9603.00	5674.70	3011.83	5.328	221.88
9604.00	5673.82	3010.86	4.752	221.88
9605.00	5672.80	3009.72	5.724	221.88
9606.00	5671.88	3008.68	5.364	221.88
9607.00	5670.84	3007.53	5.472	221.88
9608.00	5669.91	3006.49	5.472	221.88
9609.00	5668.94	3005.41	4.932	221.88
9610.00	5667.98	3004.35	4.716	221.88
9611.00	5667.01	3003.25	5.292	221.88
9612.00	5666.04	3002.18	5.184	221.88
9613.00	5665.09	3001.12	5.112	221.88
9614.00	5664.13	3000.05	5.544	221.88
9615.00	5663.23	2999.05	4.860	221.88
9616.00	5660.41	2994.68	0.000	131.99
9617.00	5660.41	2994.68	0.000	131.99
9618.00	5660.41	2994.68	0.000	131.99
9619.00	5660.41	2994.68	0.000	131.99
9620.00	5660.41	2994.68	0.000	131.99
9621.00	5660.41	2994.68	0.000	131.99
9622.00	5660.41	2994.68	0.000	131.99
9623.00	5660.41	2994.68	0.000	131.99
9624.00	5660.41	2994.68	0.000	131.99
9625.00	5660.41	2994.68	0.000	131.99
9626.00	5660.41	2994.68	0.000	131.99
9627.00	5660.41	2994.68	0.000	131.99
9628.00	5660.41	2994.68	0.000	131.99
9629.00	5660.41	2994.68	0.000	131.99
9630.00	5660.41	2994.68	0.000	131.99
9631.00	5660.41	2994.68	0.000	131.99
9632.00	5660.41	2994.68	0.000	131.99
9633.00	5660.41	2994.68	0.000	131.99
9634.00	5660.41	2994.68	0.000	131.99
9635.00	5660.41	2994.68	0.000	131.99
9636.00	5660.41	2994.68	0.000	131.99
9637.00	5660.41	2994.68	0.000	131.99
9638.00	5660.41	2994.68	0.000	131.99
9639.00	5660.41	2994.68	0.000	131.99
9640.00	5660.41	2994.68	0.000	131.99
9641.00	5660.41	2994.68	0.000	131.99
9642.00	5660.41	2994.68	0.000	131.99
9643.00	5660.41	2994.68	0.000	131.99
9644.00	5660.41	2994.68	0.000	131.99
9645.00	5660.41	2994.68	0.000	131.99
9646.00	5660.41	2994.68	0.000	131.99
9647.00	5660.41	2994.68	0.000	131.99
9648.00	5660.41	2994.68	0.000	131.99
9649.00	5660.41	2994.68	0.000	131.99
9650.00	5660.41	2994.68	0.000	131.99
9651.00	5660.41	2994.68	0.000	131.99
9652.00	5660.41	2994.68	0.000	131.99
9653.00	5660.41	2994.68	0.000	131.99
9654.00	5660.41	2994.68	0.000	131.99
9655.00	5660.41	2994.68	0.000	131.99
9656.00	5660.41	2994.68	0.000	131.99
9657.00	5660.41	2994.68	0.000	131.99
9658.00	5660.41	2994.68	0.000	131.99
9659.00	5660.41	2994.68	0.000	131.99
9660.00	5660.41	2994.68	0.000	131.99
9661.00	5660.41	2994.68	0.000	131.99
9662.00	5660.41	2994.68	0.000	131.99
9663.00	5660.41	2994.68	0.000	131.99
9664.00	5660.41	2994.68	0.000	131.99
9665.00	5660.41	2994.68	0.000	131.99
9666.00	5660.41	2994.68	0.000	131.99
9667.00	5660.41	2994.68	0.000	131.99
9668.00	5660.41	2994.68	0.000	131.99
9669.00	5660.41	2994.68	0.000	131.99
9670.00	5660.41	2994.68	0.000	131.99
9671.00	5660.41	2994.68	0.000	131.99
9672.00	5660.41	2994.68	0.000	131.99
9673.00	5660.41	2994.68	0.000	131.99
9674.00	5660.41	2994.68	0.000	131.99
