10	30	9000	100	689,927	17,70	2,57	44,684
12	72	25920	100	696,402	21,03	3,02	132,111
16	58	27648	100	697,899	28,28	4,05	206,922
20	24	14400	100	700,998	23,90	3,41	152,380
10	42	16380	100	691,669	22,59	3,27	65,240
14	25	13759	100	711,533	34,58	4,86	99,296
16	77	47923	100	698,679	26,37	3,77	381,838
20	48	37440	100	694,253	16,24	2,34	365,602
10	54	25920	100	685,881	13,64	1,99	100,255
14	42	28224	100	701,582	21,07	3,00	205,612
16	96	73728	100	696,139	19,36	2,78	543,841
20	72	69120	100	693,040	17,18	2,48	647,639
12	14	9850	100	699,331	20,87	2,98	54,780
14	59	46922	100	702,962	21,23	3,02	310,408
18	32	33242	100	699,390	19,30	2,76	287,900
20	96	109440	100	693,040	17,18	2,48	1009,794
12	29	22810	100	699,109	18,95	2,71	117,503
14	76	69854	100	693,546	13,01	1,88	433,482
18	54	64152	100	697,451	16,88	2,42	526,190
20	120	158400	100	693,085	17,24	2,49	1460,067
12	43	38880	100	690,314	13,77	2,00	187,754
16	19	23040	100	701,333	29,74	4,24	166,866
18	76	102060	100	696,695	17,00	2,44	853,375
10	18	15120	100	689,927	17,70	2,57	56,786
