10: 5, 7500, 60% = 690,292 +- 15,62 (2,26 %) (35,668)
10: 10, 7500, 20% = 692,564 +- 22,38 (3,23 %) (39,811)
10: 20, 7500, 10% = 694,339 +- 18,21 (2,62 %) (37,363)
10: 30, 7500, 99% = 689,927 +- 17,70 (2,57 %) (37,029)
10: 50, 7500, 5% = 685,881 +- 13,64 (1,99 %) (35,458)
10: 60, 7500, 10% = 685,881 +- 13,64 (1,99 %) (37,427)
10: 70, 7500, 40% = 691,669 +- 22,59 (3,27 %) (34,641)
10: 80, 7500, 80% = 689,927 +- 17,70 (2,57 %) (36,498)
10: 100, 7500, 0% = 689,050 +- 21,35 (3,10 %) (42,159)
10: 125, 7500, 20% = 689,927 +- 17,70 (2,57 %) (36,990)
10: 150, 7500, 60% = 689,927 +- 17,70 (2,57 %) (31,281)
10: 175, 7500, 60% = 689,050 +- 21,35 (3,10 %) (34,152)
10: 200, 7500, 40% = 689,927 +- 17,70 (2,57 %) (35,044)
10: 225, 7500, 40% = 689,927 +- 17,70 (2,57 %) (36,356)
10: 250, 7500, 99% = 689,927 +- 17,70 (2,57 %) (34,965)
10: 300, 7500, 0% = 736,508 +- 37,52 (5,09 %) (58,093)
10: 400, 7500, 0% = 751,827 +- 95,01 (12,64 %) (56,416)
10: 450, 7500, 20% = 692,674 +- 20,50 (2,96 %) (40,527)
10: 500, 7500, 60% = 694,229 +- 33,26 (4,79 %) (36,666)
10: 10, 10000, 0% = 705,285 +- 25,75 (3,65 %) (47,963)
10: 15, 10000, 10% = 696,611 +- 40,56 (5,82 %) (42,362)
10: 20, 10000, 40% = 689,927 +- 17,70 (2,57 %) (42,084)
10: 30, 10000, 80% = 689,927 +- 17,70 (2,57 %) (41,713)
10: 50, 10000, 0% = 688,290 +- 19,71 (2,86 %) (45,162)
10: 60, 10000, 10% = 685,881 +- 13,64 (1,99 %) (42,490)
10: 70, 10000, 40% = 691,669 +- 22,59 (3,27 %) (43,169)
10: 80, 10000, 80% = 689,927 +- 17,70 (2,57 %) (42,571)
10: 100, 10000, 0% = 685,881 +- 13,64 (1,99 %) (50,127)
10: 125, 10000, 20% = 689,927 +- 17,70 (2,57 %) (44,270)
10: 150, 10000, 60% = 689,927 +- 17,70 (2,57 %) (43,742)
10: 175, 10000, 99% = 685,881 +- 13,64 (1,99 %) (43,179)
10: 225, 10000, 5% = 689,927 +- 17,70 (2,57 %) (48,848)
10: 250, 10000, 10% = 685,881 +- 13,64 (1,99 %) (45,555)
10: 275, 10000, 20% = 685,881 +- 13,64 (1,99 %) (45,828)
10: 300, 10000, 40% = 689,927 +- 17,70 (2,57 %) (48,021)
10: 400, 10000, 0% = 751,827 +- 95,01 (12,64 %) (68,457)
10: 450, 10000, 40% = 689,927 +- 17,70 (2,57 %) (47,362)
10: 500, 10000, 80% = 695,360 +- 25,49 (3,67 %) (38,921)
