10: 10, 7500, 0% = 705,285 +- 25,75 (3,65 %) (46,443)
10: 15, 7500, 20% = 691,669 +- 22,59 (3,27 %) (35,322)
10: 20, 7500, 60% = 696,014 +- 26,99 (3,88 %) (32,448)
10: 30, 7500, 80% = 689,927 +- 17,70 (2,57 %) (34,521)
10: 40, 7500, 99% = 689,927 +- 17,70 (2,57 %) (34,771)
10: 60, 7500, 0% = 691,669 +- 22,59 (3,27 %) (38,770)
10: 70, 7500, 20% = 689,927 +- 17,70 (2,57 %) (37,759)
10: 80, 7500, 99% = 689,927 +- 17,70 (2,57 %) (34,152)
10: 100, 7500, 5% = 685,881 +- 13,64 (1,99 %) (38,599)
10: 125, 7500, 10% = 685,881 +- 13,64 (1,99 %) (36,412)
10: 150, 7500, 20% = 689,927 +- 17,70 (2,57 %) (34,629)
10: 175, 7500, 40% = 689,050 +- 21,35 (3,10 %) (38,604)
10: 225, 7500, 0% = 701,073 +- 30,96 (4,42 %) (52,104)
10: 250, 7500, 20% = 689,927 +- 17,70 (2,57 %) (36,620)
10: 275, 7500, 60% = 691,669 +- 22,59 (3,27 %) (37,091)
10: 300, 7500, 99% = 691,669 +- 22,59 (3,27 %) (34,410)
10: 400, 7500, 5% = 703,075 +- 36,20 (5,15 %) (45,151)
10: 450, 7500, 10% = 688,290 +- 19,71 (2,86 %) (44,455)
10: 500, 7500, 20% = 692,808 +- 21,24 (3,07 %) (38,987)
10: 5, 10000, 60% = 690,292 +- 15,62 (2,26 %) (42,058)
10: 10, 10000, 80% = 696,938 +- 35,57 (5,10 %) (46,250)
10: 20, 10000, 10% = 694,339 +- 18,21 (2,62 %) (43,008)
10: 30, 10000, 40% = 689,927 +- 17,70 (2,57 %) (41,725)
10: 40, 10000, 60% = 685,881 +- 13,64 (1,99 %) (42,442)
10: 60, 10000, 0% = 691,669 +- 22,59 (3,27 %) (46,219)
10: 70, 10000, 20% = 689,927 +- 17,70 (2,57 %) (41,340)
10: 80, 10000, 20% = 689,927 +- 17,70 (2,57 %) (44,676)
10: 90, 10000, 99% = 691,669 +- 22,59 (3,27 %) (41,786)
10: 100, 10000, 80% = 685,881 +- 13,64 (1,99 %) (43,601)
10: 150, 10000, 5% = 685,881 +- 13,64 (1,99 %) (46,502)
10: 175, 10000, 10% = 689,927 +- 17,70 (2,57 %) (45,232)
10: 200, 10000, 60% = 685,881 +- 13,64 (1,99 %) (44,510)
10: 225, 10000, 99% = 689,927 +- 17,70 (2,57 %) (41,417)
10: 275, 10000, 0% = 711,166 +- 39,34 (5,53 %) (64,404)
10: 300, 10000, 60% = 689,927 +- 17,70 (2,57 %) (42,679)
10: 350, 10000, 80% = 691,642 +- 22,51 (3,25 %) (43,718)
10: 450, 10000, 5% = 697,794 +- 42,51 (6,09 %) (52,255)
10: 500, 10000, 10% = 685,881 +- 13,64 (1,99 %) (50,001)
