10: 10, 7500, 5% = 705,285 +- 25,75 (3,65 %) (45,459)
10: 15, 7500, 10% = 696,611 +- 40,56 (5,82 %) (33,144)
10: 20, 7500, 40% = 689,927 +- 17,70 (2,57 %) (35,871)
10: 30, 7500, 60% = 691,669 +- 22,59 (3,27 %) (33,632)
10: 40, 7500, 80% = 689,927 +- 17,70 (2,57 %) (34,317)
10: 50, 7500, 99% = 689,927 +- 17,70 (2,57 %) (32,374)
10: 60, 7500, 99% = 685,881 +- 13,64 (1,99 %) (35,168)
10: 80, 7500, 5% = 689,927 +- 17,70 (2,57 %) (35,867)
10: 90, 7500, 10% = 685,881 +- 13,64 (1,99 %) (37,231)
10: 100, 7500, 40% = 688,290 +- 19,71 (2,86 %) (36,653)
10: 125, 7500, 99% = 689,927 +- 17,70 (2,57 %) (34,832)
10: 175, 7500, 0% = 698,906 +- 23,15 (3,31 %) (51,212)
10: 225, 7500, 5% = 689,927 +- 17,70 (2,57 %) (41,697)
10: 250, 7500, 10% = 689,050 +- 21,35 (3,10 %) (38,558)
10: 275, 7500, 20% = 685,881 +- 13,64 (1,99 %) (35,306)
10: 300, 7500, 20% = 688,290 +- 19,71 (2,86 %) (35,719)
10: 350, 7500, 20% = 685,881 +- 13,64 (1,99 %) (41,161)
10: 400, 7500, 60% = 696,832 +- 24,34 (3,49 %) (37,335)
10: 500, 7500, 5% = 696,638 +- 40,65 (5,83 %) (47,588)
10: 5, 10000, 10% = 696,495 +- 33,98 (4,88 %) (45,289)
10: 10, 10000, 40% = 694,229 +- 33,26 (4,79 %) (41,937)
10: 15, 10000, 80% = 692,103 +- 19,26 (2,78 %) (45,259)
10: 30, 10000, 0% = 685,881 +- 13,64 (1,99 %) (43,359)
10: 40, 10000, 20% = 685,881 +- 13,64 (1,99 %) (40,634)
10: 50, 10000, 40% = 691,642 +- 22,51 (3,25 %) (45,837)
10: 60, 10000, 99% = 685,881 +- 13,64 (1,99 %) (40,088)
10: 80, 10000, 0% = 685,881 +- 13,64 (1,99 %) (45,756)
10: 90, 10000, 10% = 685,881 +- 13,64 (1,99 %) (46,653)
10: 100, 10000, 60% = 689,927 +- 17,70 (2,57 %) (43,359)
10: 125, 10000, 99% = 689,927 +- 17,70 (2,57 %) (40,233)
10: 175, 10000, 5% = 689,927 +- 17,70 (2,57 %) (46,138)
10: 200, 10000, 10% = 689,927 +- 17,70 (2,57 %) (45,564)
10: 225, 10000, 40% = 689,927 +- 17,70 (2,57 %) (44,740)
10: 250, 10000, 80% = 685,881 +- 13,64 (1,99 %) (42,073)
10: 300, 10000, 0% = 725,378 +- 51,54 (7,11 %) (68,621)
10: 350, 10000, 40% = 691,669 +- 22,59 (3,27 %) (44,173)
10: 400, 10000, 60% = 691,669 +- 22,59 (3,27 %) (43,948)
10: 450, 10000, 99% = 689,927 +- 17,70 (2,57 %) (47,247)
