10: 5, 7500, 40% = 690,292 +- 15,62 (2,26 %) (36,686)
10: 10, 7500, 60% = 685,881 +- 13,64 (1,99 %) (31,344)
10: 15, 7500, 40% = 689,927 +- 17,70 (2,57 %) (36,388)
10: 20, 7500, 80% = 696,239 +- 21,11 (3,03 %) (36,033)
10: 40, 7500, 0% = 691,845 +- 24,58 (3,55 %) (37,190)
10: 50, 7500, 10% = 685,881 +- 13,64 (1,99 %) (37,041)
10: 60, 7500, 60% = 685,881 +- 13,64 (1,99 %) (35,746)
10: 80, 7500, 0% = 685,881 +- 13,64 (1,99 %) (37,613)
10: 90, 7500, 20% = 685,881 +- 13,64 (1,99 %) (38,464)
10: 100, 7500, 80% = 685,881 +- 13,64 (1,99 %) (35,396)
10: 150, 7500, 0% = 691,669 +- 22,59 (3,27 %) (49,916)
10: 175, 7500, 99% = 685,881 +- 13,64 (1,99 %) (32,872)
10: 200, 7500, 99% = 685,881 +- 13,64 (1,99 %) (35,553)
10: 250, 7500, 5% = 691,669 +- 22,59 (3,27 %) (40,602)
10: 275, 7500, 10% = 689,050 +- 21,35 (3,10 %) (42,607)
10: 300, 7500, 40% = 689,927 +- 17,70 (2,57 %) (35,102)
10: 350, 7500, 40% = 691,669 +- 22,59 (3,27 %) (39,436)
10: 400, 7500, 80% = 689,050 +- 21,35 (3,10 %) (35,069)
10: 450, 7500, 80% = 689,050 +- 21,35 (3,10 %) (34,479)
10: 500, 7500, 99% = 691,669 +- 22,59 (3,27 %) (36,041)
10: 10, 10000, 5% = 705,285 +- 25,75 (3,65 %) (49,285)
10: 15, 10000, 20% = 691,669 +- 22,59 (3,27 %) (43,121)
10: 20, 10000, 60% = 696,014 +- 26,99 (3,88 %) (42,910)
10: 30, 10000, 99% = 689,927 +- 17,70 (2,57 %) (41,772)
10: 50, 10000, 5% = 685,881 +- 13,64 (1,99 %) (44,036)
10: 60, 10000, 20% = 689,927 +- 17,70 (2,57 %) (41,856)
10: 70, 10000, 60% = 689,050 +- 21,35 (3,10 %) (43,372)
10: 80, 10000, 99% = 689,927 +- 17,70 (2,57 %) (41,329)
10: 100, 10000, 5% = 685,881 +- 13,64 (1,99 %) (45,197)
10: 125, 10000, 10% = 685,881 +- 13,64 (1,99 %) (43,991)
10: 150, 10000, 40% = 685,881 +- 13,64 (1,99 %) (43,707)
10: 175, 10000, 80% = 685,881 +- 13,64 (1,99 %) (43,569)
10: 225, 10000, 0% = 696,317 +- 26,15 (3,76 %) (61,214)
10: 250, 10000, 40% = 685,881 +- 13,64 (1,99 %) (43,376)
10: 275, 10000, 80% = 689,927 +- 17,70 (2,57 %) (43,127)
10: 350, 10000, 0% = 727,080 +- 44,39 (6,11 %) (69,481)
10: 400, 10000, 40% = 685,881 +- 13,64 (1,99 %) (43,369)
10: 450, 10000, 60% = 689,050 +- 21,35 (3,10 %) (46,456)
10: 500, 10000, 99% = 691,669 +- 22,59 (3,27 %) (36,560)
