numMobiles	populationSize	mapoModelMaxEvaluations	injectedSolutionsFraction	avg	std	std_percent	time
10	12	900	100	693,228	24,79	3,58	19,174
12	50	1296	100	705,396	40,64	5,76	9,052
16	29	2304	100	703,434	26,23	3,73	21,106
18	86	2916	100	720,966	47,27	6,56	28,119
10	18	900	100	696,638	40,65	5,83	17,800
12	58	1296	100	704,187	34,01	4,83	10,699
16	38	2304	100	706,837	35,52	5,03	20,101
18	97	2916	100	715,896	40,86	5,71	27,877
12	22	1296	100	707,134	47,85	6,77	18,363
14	67	1764	100	720,469	51,21	7,11	15,506
18	43	2916	100	708,190	40,95	5,78	28,942
20	108	3600	100	722,604	56,55	7,83	36,213
12	29	1296	100	710,759	29,13	4,10	19,443
14	76	1764	100	727,309	54,97	7,56	15,234
18	54	2916	100	705,506	36,06	5,11	25,488
20	120	3600	100	715,951	48,85	6,82	33,307
12	36	1296	100	714,871	56,26	7,87	23,808
14	84	1764	100	739,768	55,69	7,53	16,872
18	65	2916	100	713,028	44,46	6,24	29,292
12	43	1296	100	710,234	38,32	5,40	21,329
16	19	2304	100	707,156	37,69	5,33	21,245
18	76	2916	100	709,767	39,52	5,57	28,065
10	24	900	100	688,290	19,71	2,86	13,783
12	65	1296	100	713,841	51,73	7,25	11,384
16	48	2304	100	708,145	26,11	3,69	22,395
18	108	2916	100	725,759	43,13	5,94	27,953
10	30	900	100	695,360	25,49	3,67	12,530
12	72	1296	100	716,372	53,43	7,46	10,898
16	58	2304	100	708,451	43,73	6,17	21,132
20	24	3600	100	706,750	30,73	4,35	37,875
10	36	900	100	691,669	22,59	3,27	15,822
14	17	1764	100	716,898	43,91	6,12	18,174
16	67	2304	100	715,248	47,04	6,58	19,208
20	36	3600	100	710,630	36,57	5,15	37,215
10	42	900	100	698,897	43,02	6,16	15,602
14	25	1764	100	723,599	51,45	7,11	19,687
16	77	2304	100	720,837	48,01	6,66	22,378
20	48	3600	100	707,201	35,25	4,98	37,722
10	48	900	100	695,385	35,11	5,05	14,158
14	34	1764	100	730,905	50,27	6,88	20,385
16	86	2304	100	724,181	49,01	6,77	19,790
20	60	3600	100	698,870	30,49	4,36	37,653
10	54	900	100	697,767	42,43	6,08	12,355
14	42	1764	100	726,926	45,17	6,21	20,340
16	96	2304	100	721,841	42,40	5,87	22,581
20	72	3600	100	712,368	42,73	6,00	36,692
10	60	900	100	698,870	42,93	6,14	15,579
14	50	1764	100	716,810	42,17	5,88	17,644
18	22	2916	100	699,614	20,51	2,93	28,984
20	84	3600	100	707,650	31,21	4,41	36,216
12	14	1296	100	706,825	24,37	3,45	24,245
14	59	1764	100	732,832	41,05	5,60	17,114
18	32	2916	100	705,564	29,76	4,22	28,572
20	96	3600	100	714,105	37,94	5,31	32,865
